url,name,sku,program,parsed_duration,parsed_price,processed_duration,processed_price
https://www.gereso.com/formations/manager-efficace/formation-le-manager-coach_1,Le manager coach,COAH,"<div class=""program"">
									<h3 data-temps=""60"" class=""h3-like"">Le manager coach et l'exercice du management</h3>
<ul class=""maliste"">
<li>Caractériser le manager coach</li>
<li>Intégrer la dimension de manager coach dans une cohérence d'ensemble de l'exercice du management</li>
<li>Clarifier les finalités de la dimension de manager coach</li>
<li>Appréhender les leviers du manager coach
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/comprendre.svg"" alt=""mécanisme""> Comprendre | Atelier réflexion en mini-groupes</li>
</ul>
</li>
</ul>
<h3 data-temps=""300"" class=""h3-like"">Mettre en œuvre les concepts, outils et méthodes du manager coach</h3>
<ul class=""maliste"">
<li>Intégrer et respecter le principe fondamental d'action du manager coach</li>
<li>Conduire une action de coaching avec une méthodologie ""agile""</li>
<li>Diagnostiquer et clarifier les réels besoins du collaborateur coaché</li>
<li>Pratiquer les 3 registres de la communication du manager coach
<ul class=""masousliste"">
<li>la communication opérationnelle
</li>
<li>la communication de régulation d'une relation
</li>
<li>le bouclage de fin de communication
</li>
</ul>
</li>
<li>Identifier la valeur ajoutée pertinente du manager coach en intelligence de situation</li>
<li>Rendre le collaborateur coaché ""auteur, acteur et porteur"" de son développement</li>
<li>Adapter son coaching au stade de développement de l'autonomie du collaborateur</li>
<li>Mettre en ""puissance"" son collaborateur</li>
<li>Éviter les situations de ""jeux""
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/experimenter.svg"" alt=""avancer""> Expérimenter | Mise en situation en ""aquariums"" au cours desquelles le participant sera alternativement coach et coaché en regard de situations réelles apportées par les participants. Le débriefing personnalisé de chaque aquarium constitue un levier de progrès pour le participant coach, le participant coaché et le groupe. Après une première séquence d'aquariums, donnant lieu aux apports pédagogiques, une deuxième séquence est réalisée en ""groupes délégués""</li>
</ul>
</li>
</ul>
<h3 data-temps=""300"" class=""h3-like"">Mettre en œuvre les concepts et outils de manager coach en groupes délégués</h3>
<ul class=""maliste"">
<li>Intégrer les concepts et outils dans sa pratique de la dimension de manager coach</li>
<li>Développer ses capacités de manager coach au travers des 3 postures : manager coach, coaché et observateur
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/experimenter.svg"" alt=""avancer""> Expérimenter | Aquariums réalisés en groupes délégués au cours desquels chaque participant sera alternativement manager coach, coaché et observateur (débriefing)</li>
</ul>
</li>
</ul>
<h3 data-temps=""120"" class=""h3-like"">Être un manager coach développeur d'équipe</h3>
<ul class=""maliste"">
<li>Identifier les stades de développement d'une équipe</li>
<li>Adapter son management collectif au stade de développement de l'équipe</li>
<li>Mettre en œuvre les 3 leviers de développement collectif d'une équipe
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/experimenter.svg"" alt=""avancer""> Expérimenter | Mises en situations sur des cas réels apportés par les participants, débriefings personnalisés</li>
</ul>
</li>
</ul>
									<!---->
										<p class=""txtcenter""><a href="""" title=""Icare by Gereso""><img src=""/lib/images/partenaires/icare.jpg"" alt=""Icare by Gereso"" width=""144px""></a></p>
								</div>",2 jours,Tarif : 1 441 € HT Support et évaluation LearnEval inclus,14.0,1441.0
https://www.gereso.com/formations/marches-publics/formation-remporter-un-marche-public-en-appel-d-offres,Remporter des marchés publics,APOF,"<div class=""program"">
                                <p><em>Ce programme est mis à jour en temps réel pour prendre en compte les dernières nouveautés.</em></p>
									<h3 data-temps=""105"" class=""h3-like"">Qu'est-ce qu'un marché public ?</h3>
<ul class=""maliste"">
<li>Le code de la commande publique</li>
<li>La définition du marché public - Les marchés spécifiques
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/evaluer.svg"" alt=""cible""> Évaluer | Quiz de contrôle des connaissances</li>
</ul>
</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Les différentes procédures de passation : les seuils applicables</h3>
<ul class=""maliste"">
<li>L'allotissement du besoin de l'acheteur : marché ordinaire ou accord-cadre ?
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratiques d'allotissement du besoin</li>
</ul>
</li>
<li>Les marchés à procédure adaptée </li>
<li>Les procédures formalisées : appel d'offre ouvert et restreint, procédure concurrentielle avec négociation, dialogue compétitif</li>
<li>Autres techniques d'achat : concours, système d'acquisition dynamique, enchère électronique</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Soumissionner à un marché public : les besoins de l'acheteur public</h3>
<ul class=""maliste"">
<li>Comprendre le vocabulaire des marchés publics</li>
<li>Détecter les avis d’appel public à la concurrence appropriés</li>
<li>Cibler les plateformes de dématérialisation pertinentes - Créer des alertes
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : création d'alertes et choix de mots clefs</li>
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Étude de cas : analyse d’un avis de publicité au BOAMP</li>
</ul>
</li>
<li>Analyser rapidement le Dossier de Consultation des Entreprises (DCE) : règlement de la consultation, cahier des clauses particulières (CCAP, CCTP), pièces financières, CCAG applicable
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/comprendre.svg"" alt=""mécanisme""> Comprendre | Création d'une fiche de synthèse type</li>
</ul>
</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Décrypter le marché public : le dossier de consultation</h3>
<ul class=""maliste"">
<li>Analyser les critères de choix de l'acheteur : prix, critères techniques, pondération des critères
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : attribuer les points</li>
</ul>
</li>
<li>Les solutions pour optimiser sa réponse 
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : rédaction d'une demande de communication de pièces</li>
</ul>
</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Se grouper pour répondre à un marché public</h3>
<ul class=""maliste"">
<li>Le groupement : conjoint ou solidaire ? Le rôle du mandataire</li>
<li>La sous-traitance : les limites règlementaires</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Se préparer à répondre : organiser en interne sa réponse</h3>
<ul class=""maliste"">
<li>La candidature : différents formulaires (DC1, DC2, DC4…), documents relatifs à la situation juridique de l'entreprise, le DUME, éléments relatifs aux capacités économiques, professionnelles et financières, cas de la co-traitance ou de la sous-traitance
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : remplir une DUME sur une plateforme de dématérialisation</li>
</ul>
</li>
<li>L'offre : le mémoire technique, l'offre financière
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Analyse de mémoires techniques</li>
</ul>
</li>
<li>Intégrer la procédure de dématérialisation à sa réponse : les logiciels nécessaires au dépôt électronique, signature électronique / certificat électronique, la procédure
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/experimenter.svg"" alt=""avancer""> Expérimenter | Simulation d'un dépôt en ligne</li>
</ul>
</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Comment réagir à l'attribution du marché public ?</h3>
<ul class=""maliste"">
<li>Notification du marché : modes de transmission des documents par l'acheteur, date de commencement du marché public, avis d'attribution du marché public</li>
<li>Rejet de l'offre : lettre de rejet, demande de précision, documents communicables
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : rédaction d'une lettre de demande de complément d'information</li>
</ul>
</li>
</ul>
<h3 data-temps=""105"" class=""h3-like"">Remettre en cause la procédure : voies et délais de recours</h3>
<ul class=""maliste"">
<li>Le règlement amiable des litiges
<ul class=""masousliste"">
<li>le référé pré-contractuel - référé contractuel
</li>
<li>le recours de plein contentieux et le recours pour excès de pouvoir
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : saisine du Comité Consultatif compétent</li>
</ul>
</li>
</ul>
</li>
</ul>
									<!---->
								</div>",2 jours,Tarif : 1 364 € HT Support et évaluation LearnEval inclus,14.0,1364.0
https://www.gereso.com/formations/ressources-humaines/entretiens-rh/formation-entretien-annuel-d-evaluation-et-entretien-professionnel,Entretien annuel d'évaluation et entretien professionnel,MOANNU,"<div class=""program"">
									<h3 data-temps="""" class=""h3-like"">Réussir ses entretiens d’évaluation annuels (1 jour - ANNU)</h3>
<ul class=""maliste"">
<li>Les enjeux de l’entretien annuel</li>
<li>La phase amont de l'entretien</li>
<li>Les clés d'un bilan constructif</li>
<li>La fixation des objectifs</li>
<li>La phase d'accueil et de clôture de l'entretien</li>
</ul>
<h3 data-temps="""" class=""h3-like"">Préparer et conduire l'entretien professionnel (1 jour - EPRO)</h3>
<ul class=""maliste"">
<li>L'entretien professionnel : cadre légal, enjeux et place au sein du processus RH</li>
<li>Préparer l'entretien professionnel</li>
<li>Mettre en œuvre et conduire l'entretien professionnel : les étapes clés</li>
</ul>
									<!---->
								</div>",2 jours,Tarif : Support et évaluation LearnEval inclus 1 614 € HT 1 899 € HT : Formation seule,14.0,1614.0
https://www.gereso.com/formations/qualite-vie-travail/bloc-securite-bien-etre-au-travail_2,Management de la QVCT et de la santé au travail,KSS2,"<div class=""program"">
									<h3 data-temps="""" class=""h3-like"">Santé et sécurité au travail : sécuriser ses pratiques et initier une démarche de prévention (2 jours - PSST)</h3>
<ul class=""maliste"">
<li>Les fondamentaux de la santé et sécurité au travail
<ul class=""masousliste"">
<li>Enjeux de la santé/sécurité au travail
</li>
<li>Principes généraux de prévention
</li>
<li>Les acteurs de la prévention
</li>
</ul>
</li>
<li>Cadre réglementaire : obligations et responsabilité de l'employeur
<ul class=""masousliste"">
<li>L'obligation générale et absolue en matière de prévention de la santé et de la sécurité au travail
</li>
<li>Rôle et responsabilités de l’employeur en matière de santé-sécurité au travail (responsabilités encourues : civile et pénale, faute inexcusable…)
</li>
<li>Impact d’une délégation de pouvoirs en prévention santé-sécurité au travail
</li>
<li>Les points de vigilance importants en matière de prévention : AT/MP, dispositifs d’urgence (droit d’alerte et de retrait, danger grave et imminent), protections collectives/protections individuelles (EPI), entreprises extérieures et plans de prévention, instructions, consignes, gestion des situations de crise …
</li>
<li>Focus sur les dernières évolutions réglementaires issues notamment de la loi du 2 août 2021  : lien entre prévention des risques et QVCT (ex QVT), réforme de la santé au travail et renforcement de la prévention, mesures de prévention spécifiques liées à la crise sanitaire, télétravail et prévention des risques
</li>
</ul>
</li>
<li>Identifier les facteurs de risques professionnels
<ul class=""masousliste"">
<li>Panorama des facteurs de risques professionnels
</li>
<li>L’importance d’un état des lieux/diagnostic au sein de la structure (diagnostic humain, organisationnel, technique et environnemental)
</li>
<li>Focus sur les risques psychosociaux
</li>
<li>Evaluation des risques professionnels : a priori et a posteriori à la suite d’un événement (enquête et analyse AT/MP)
</li>
<li>L’importance de la traçabilité et du suivi des indicateurs
</li>
</ul>
</li>
<li>Initier une démarche de prévention et la suivre
<ul class=""masousliste"">
<li>Les étapes incontournables de la démarche : travailler en mode projet
</li>
<li>Favoriser une démarche systémique et participative
</li>
<li>Clarifier l’objectif de la démarche et l’engagement de la direction
</li>
<li>Elaboration d’un diagnostic et d’un plan d’actions de prévention sur les 3 niveaux
</li>
<li>Mise à jour du DUER en intégrant les RPS et le risque lié à la crise sanitaire
</li>
</ul>
</li>
</ul>
<h3 data-temps="""" class=""h3-like"">Construire et pérenniser sa démarche Qualité de Vie et Conditions de Travail (QVCT) (2 jours - DQVT)</h3>
<ul class=""maliste"">
<li>Conjuguer santé au travail et performance durable : un enjeu stratégique et collectif
<ul class=""masousliste"">
<li>Parler un langage commun autour des notions de QVT/RPS/PERFORMANCE/RSE
</li>
<li>Promouvoir une QVT en articulation avec la santé au travail
</li>
<li>Evolutions depuis 2000 et dernières jurisprudences marquantes
</li>
<li>Quelle portée de la loi ""Santé au travail"" du 2 août 2021 ?
</li>
<li>Impliquer dirigeants, partenaires sociaux, managers dans la démarche et la prise en compte du travail ""réel""
</li>
<li>Mener les transformations et réorganisations dans une dynamique positive 
</li>
<li>Rebondir après le Covid-19 : concilier bien-être au travail et reprise/poursuite d'activité
</li>
<li>Les liens entre santé au travail, égalité professionnelle, non-discrimination, pénibilité, gestion des âges, mutations technologiques et digitalisation, mutations sociologiques
</li>
</ul>
</li>
<li>Etablir un état des lieux et définir vos objectifs en matière de QVCT
<ul class=""masousliste"">
<li>Les étapes incontournables de la démarche et la méthodologie
</li>
<li>Préparer et négocier un accord collectif
</li>
</ul>
</li>
<li>Passer de la prévention des RPS à une démarche QVCT
<ul class=""masousliste"">
<li>Pérenniser  sa démarche de prévention des RPS
</li>
<li>Construire et faire vivre collectivement les axes de la QVCT
</li>
</ul>
</li>
<li>Utiliser les leviers RH et managériaux au service de la QVCT et de la performance de l’entreprise
<ul class=""masousliste"">
<li>La fonction RH, garante du co-pilotage d'une démarche QVCT réussie
</li>
<li>Thèmes de diagnostics et d'innovations RH
</li>
<li>Le manager bienveillant/coach : créer les conditions favorables à la performance
</li>
<li>L’intérêt d'une démarche collaborative pour RE-mobiliser, susciter l’engagement
</li>
<li>Lier efficacement QVT et RSE
</li>
</ul>
</li>
</ul>
								</div>",4 jours,"Tarif : 3 220 € HT Support + e-ressources, Évaluation LearnEval,Préparation à l'examen",28.0,3220.0
https://www.gereso.com/formations/controle-gestion-sociale/formation-calculer-et-analyser-son-turnover,Calculer et analyser son turnover,TURN,"<div class=""program"">
									<h3 data-temps=""60"" class=""h3-like"">Définir et calculer le turnover</h3>
<ul class=""maliste"">
<li>Définition du turnover ou du taux de rotation du personnel</li>
<li>Formule de calcul du taux de turnover</li>
<li>Individualisation du calcul du turnover selon le type de contrat ou de poste</li>
<li>Intégration dans un tableau de bord RH
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : calculer le taux de turnover annuel d’une entreprise</li>
</ul>
</li>
</ul>
<h3 data-temps=""60"" class=""h3-like"">Interpréter le taux de turnover</h3>
<ul class=""maliste"">
<li>Un indicateur du climat social</li>
<li>Un indicateur à manier avec précaution selon le secteur d’activité, les postes, la stratégie de l’entreprise, les évènements exceptionnels
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : interpréter le taux de turnover dans différentes situations d’entreprises et secteurs</li>
<li><img src=""https://www.gereso.com/lib/images/theme/evaluer.svg"" alt=""cible""> Évaluer | Quiz interactif Kahoot</li>
</ul>
</li>
</ul>
<h3 data-temps=""60"" class=""h3-like"">Quel est le bon niveau de turnover ?</h3>
<ul class=""maliste"">
<li>Les multiples avantages d’un faible taux de turnover
<ul class=""masousliste"">
<li>l’effet apprentissage
</li>
<li>l’économie du coût de remplacement et de formation
</li>
<li>les autres coûts indirects d’un turnover élevé
</li>
</ul>
</li>
<li>Les inconvénients d’un taux de turnover très faible
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/evaluer.svg"" alt=""cible""> Évaluer | Quiz interactif Kahoot de validation des acquis</li>
</ul>
</li>
</ul>
<h3 data-temps=""30"" class=""h3-like"">Comment réduire son turnover ?</h3>
<ul class=""maliste"">
<li>L’analyse des causes de départs : diagramme des causes et effets</li>
<li>Les solutions pour réduire son turnover : conditions de travail, qualité de la communication, etc.
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/experimenter.svg"" alt=""avancer""> Expérimenter | Echange d’expérience sur les bonnes pratiques</li>
</ul>
</li>
</ul>
									<!---->
								</div>",1 demijournée,Tarif : 390 € HT Support et évaluation LearnEval inclus,3.5,390.0
https://www.gereso.com/formations/retraite/formation-capitalisation-en-entreprise-epargne-et-retraite-supplementaire_1,Capitalisation en entreprise : Épargne et retraite supplémentaire,CAPI,"<div class=""program"">
                                <p><em>Ce programme est mis à jour en temps réel pour prendre en compte les dernières nouveautés.</em></p>
									<h3 data-temps=""210"" class=""h3-like"">Systèmes de retraite : répartition - capitalisation</h3>
<ul class=""maliste"">
<li>Quelques rappels sur les régimes obligatoires</li>
<li>Facteurs d'influence démographiques et économiques</li>
<li>Retour sur investissement</li>
<li>Niveau du taux global de remplacement
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/comprendre.svg"" alt=""mécanisme""> Comprendre | Exemples d'application</li>
</ul>
</li>
</ul>
<h3 data-temps=""210"" class=""h3-like"">Loi PACTE : une incitation à la mise en place de régimes supplémentaires PERECO et régimes à cotisations définies PERO</h3>
<ul class=""maliste"">
<li>Zoom sur les solutions ""assurantielles""  versus comptes titres</li>
<li>Les incitations pour développer l'épargne retraite à tous les salariés : Plan d’Épargne retraite (PER)
<ul class=""masousliste"">
<li>le PER Collectif (PERECO) - ancien PERCO
</li>
<li>le PER Obligatoire (PERO) - ancien « Article 83 » : les catégories bénéficiaires admises en matière sociale
</li>
<li>point sur la retraite à prestation garantie (Art 39)
</li>
</ul>
</li>
<li>Le Plan d’Épargne Retraite Universel (PERU) : son fonctionnement</li>
<li>Possibilité d'affectation des jours de repos non pris en épargne retraite</li>
<li>Obligations de l'employeur sur l'épargne retraite : devoir d'information, conditions de transferts...</li>
<li>Cas de déblocages anticipés de l'épargne retraite, sortie partielle en capital</li>
</ul>
<h3 data-temps=""60"" class=""h3-like"">Mise en place ou modification d'un régime supplémentaire par capitalisation</h3>
<ul class=""maliste"">
<li>Par décision unilatérale, référendum, accord d'entreprise ou de branche</li>
<li>Les différents types de contrats
<ul class=""masousliste"">
<li>cotisations définies (PER Entreprise, art.83 du CGI) : versement individuel facultatif
</li>
<li>prestations définies (art.39 du CGI) 
</li>
<li>épargne entreprise : PERECO, lien avec PEE, Intéressement, participation, monétisation jours de repos
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratiques et simulations chiffrées</li>
</ul>
</li>
</ul>
</li>
</ul>
<h3 data-temps=""150"" class=""h3-like"">Incidences des règles fiscales et sociales : à l'entrée (employeur et bénéficiaire) et à la sortie</h3>
<ul class=""maliste"">
<li>Code Général des Impôts : articles 39, 82, 83 et instructions fiscales</li>
<li>Application Urssaf : règles d'exonération et réintégration et/ou forfait social</li>
<li>Les cas de sortie anticipée</li>
<li>Le Plan d'épargne retraite individuel (PERin) : bénéficiaires, rédaction de la clause bénéficiaire, intérêt fiscal du versement sur C1</li>
<li>Options au terme : capital ou rentes  - Imposition des rentes et/ou des capitaux</li>
</ul>
<h3 data-temps=""210"" class=""h3-like"">Gestion financière des régimes de retraite</h3>
<ul class=""maliste"">
<li>Gestion en euros, en unités de compte, en fonds commun de placement</li>
<li>Gestion pilotée sur horizon retraite</li>
<li>Chercher de la performance sur la durée : quelques règles de bon sens</li>
</ul>
									<!---->
								</div>",2 jours,"Tarif : Support et évaluation LearnEval inclus 1 666 € HT : Formation seule 1 727 € HT : Formation + E-ressources pédagogiques : ""La retraite supplémentaire : Fonds de pension - Capitalisation""",14.0,1666.0
https://www.gereso.com/formations/protection-sociale/formation-transmettre-son-patrimoine_1,Transmettre son patrimoine,SUCC,"<div class=""program"">
                                <p><em>Ce programme est mis à jour en temps réel pour prendre en compte les dernières mesures fiscales et le nouveau droit successoral européen</em></p>
									<h3 data-temps=""150"" class=""h3-like"">Transmission du patrimoine et succession</h3>
<ul class=""maliste"">
<li>La succession légale sans conjoint</li>
<li>Quels sont les droits du conjoint survivant face aux héritiers légaux ?</li>
<li>Intérêt de la donation au dernier vivant</li>
<li>Comment gérer l'indivision successorale ?
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : comment protéger son conjoint ?</li>
</ul>
</li>
</ul>
<h3 data-temps=""150"" class=""h3-like"">Règles de transmission du patrimoine</h3>
<ul class=""maliste"">
<li>Distinction entre donation et testament
<ul class=""masousliste"">
<li>le principe de la donation
</li>
<li>le testament
</li>
</ul>
</li>
<li>Typologie des donations et critères de choix
<ul class=""masousliste"">
<li>différentes formes de donations : dons manuels ou en présence d'un notaire
</li>
<li>différents types de donations : donation partage, donation en avance de part successorale, donation hors part successorale, donation avec réserve d'usufruit
</li>
<li>différentes clauses de la donation : avec charge, alinéabilité, retour conventionnel, attribution ou exclusion à la communauté, donation graduelle ou résiduelle
</li>
</ul>
</li>
<li>Conséquences de la transmission
<ul class=""masousliste"">
<li>usufruit
</li>
<li>quasi-usufruit
</li>
<li>nue propriété
</li>
<li>pleine propriété
</li>
<li>Société Civile Immobilière (SCI)
</li>
</ul>
</li>
<li>Optimiser la transmission de son patrimoine à ses enfants
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : l'optimisation fiscale d'une transmission aux enfants</li>
</ul>
</li>
<li>Les nouvelles règles sur les successions en Europe</li>
</ul>
<h3 data-temps=""120"" class=""h3-like"">La fiscalité applicable aux successions</h3>
<ul class=""maliste"">
<li>Barème des droits</li>
<li>Assurances vie et fiscalité
<ul class=""methode_p"">
<li><img src=""https://www.gereso.com/lib/images/theme/appliquer.svg"" alt=""Appliquer""> Appliquer | Cas pratique : calcul de droits de succession</li>
</ul>
</li>
</ul>
									<!---->
								</div>",1 jour,Tarif : 1 020 € HT Support et évaluation LearnEval inclus,7.0,1020.0
https://www.gereso.com/formations/impatriation/formation-affiliation-a-la-cpam-des-salaries-etrangers-et-salaries-en-retour-d-expatriation,Affiliation à la CPAM des salariés étrangers et salariés en retour d’expatriation,IMSS,"<div class=""program"">
                                <p><em>Ce programme est mis à jour en temps réel pour prendre en compte les dernières nouveautés.</em></p>
									<h3 data-temps=""300"" class=""h3-like"">L’affiliation des étrangers au régime français de sécurité sociale </h3>
<ul class=""maliste"">
<li>Connaitre la règle de la protection universelle maladie 
<ul class=""masousliste"">
<li>incidences en matière de rattachement des primo-arrivants
</li>
<li>les critères de rattachement : activité professionnelle, résidence et ouverture de droits
</li>
<li>différence de traitement entre les ressortissants UE non actifs et ressortissants non UE actifs
</li>
</ul>
</li>
<li>L'affiliation en pratique pour les primo-arrivants
<ul class=""masousliste"">
<li>les formulaires : rattachement, E 104 (totalisation), cerfa
</li>
<li>les documents à fournir selon le critère de rattachement, justificatifs de résidence stable et régulière en France, etc…
</li>
<li>les documents de séjour recevables et les points de vigilance : cas des documents refusés par la CPAM
</li>
<li>le guichet unique, la plate-forme ameli, les interlocuteurs
</li>
<li>situation de télétravail
</li>
<li>situation des époux d’agents des organisations internationales
</li>
<li>cas des visas vacances travail
</li>
<li>dispense temporaire d’affiliation à l’assurance vieillesse obligatoire pour les salariés impatriés
</li>
</ul>
</li>
</ul>
<h3 data-temps=""60"" class=""h3-like"">La réactivation des droits lors du retour d’expatriation</h3>
<ul class=""maliste"">
<li>Rappel des règles de réouverture des droits au régime français de sécurité sociale pour le conjoint inactif : les points de vigilance</li>
<li>Liste des documents pour la réactivation des droits pour le salarié et sa famille</li>
<li>Identifier le bon interlocuteur pour l’envoi du dossier et faire le suivi avec la CPAM</li>
</ul>
									<!---->
								</div>",1 jour,"Tarif : Support et évaluation LearnEval inclus 1 004 € HT : Formation seule 1 202 € HT : Formation + E-ressources pédagogiques : ""La mobilité internationale""",7.0,1004.0
https://www.gereso.com/formations/ingenierie-formation/formation-acculturation-au-digital-learning,Acculturation au Digital Learning,DILE,"<div class=""program"">
									<h3 data-temps=""30"" class=""h3-like"">Définir le Digital Learning</h3>
<ul class=""maliste"">
<li>S'approprier le vocabulaire du Digital Learning</li>
<li>Savoir reconnaître les enjeux de la digitalisation de la formation</li>
<li>Reconnaître et s'adapter aux contraintes internes et externes : DSI, équipement, logistique ...</li>
<li>Se projeter dans les évolutions possibles</li>
</ul>
<h3 data-temps=""40"" class=""h3-like"">Analyser sa pratique pédagogique</h3>
<ul class=""maliste"">
<li>Savoir mesurer le niveau d'intégration du digital dans une formation</li>
<li>Utiliser le modèle RABY</li>
<li>Se positionner grâce au modèle SAMR</li>
</ul>
<h3 data-temps=""50"" class=""h3-like"">Identifier les usages pédagogiques des outils digitaux</h3>
<ul class=""maliste"">
<li>Appliquer le modèle CEFA à la conception pédagogique</li>
<li>Mesurer le potentiel de digitalisation d'une formation</li>
<li>Explorer les possibilités des modalités blended, présentiel augmenté, distanciel (a)synchrone à travers des cas d'usage</li>
<li>Concevoir une formation en Blended Learning</li>
</ul>
<h3 data-temps="""" class=""h3-like"">Travail en individuel en intersessions</h3>
<h3 data-temps="""" class=""h3-like"">Accompagnement en e-tutorat</h3>
									<!---->
								</div>",1 demijournée,Tarif : 845 € HT Support et évaluation LearnEval inclus,3.5,845.0
https://www.gereso.com/formations/impatriation/formation-statut-des-salaries-impatries_2,Gestion des salariés impatriés ou détachés,MOIMPW,"<div class=""program"">
                                <p><em>Ce programme est mis à jour en temps réel pour prendre en compte les dernières nouveautés.</em></p>
									<h3 data-temps="""" class=""h3-like"">Statut des salariés impatriés (1 jour - IMPW)</h3>
<ul class=""maliste"">
<li>Statut des salariés impatriés en droit du travail</li>
<li>Les nouvelles obligations liées au détachement de salarié étranger en France</li>
</ul>
<h3 data-temps="""" class=""h3-like"">Affiliation à la CPAM des salariés étrangers et salariés en retour d’expatriation (1 jour - IMSS)</h3>
<ul class=""maliste"">
<li>L’affiliation des étrangers au régime français de sécurité sociale </li>
<li>La réactivation des droits lors du retour d’expatriation</li>
</ul>
<h3 data-temps="""" class=""h3-like"">Recrutement d'un salarié étranger hors de France et formalités d'immigration (1 jour - IMMI)</h3>
<ul class=""maliste"">
<li>Introduction au droit des étrangers</li>
<li>Accès au travail des ressortissants étrangers (UE ou hors UE)</li>
<li>Les renouvellements de titre de séjour</li>
<li>Obligations des employeurs et du salarié</li>
</ul>
									<!---->
								</div>",3 jours,"Tarif : Support et évaluation LearnEval inclus 2 560 € HT 3 012 € HT : Formation seule 2 758 € HT : Formation + E-ressources pédagogiques : ""La mobilité internationale""",21.0,2560.0
